timestamp,session_id,cv_upload_time,job_chroma_id,rating,cv_skills_count,job_title_rated
2025-05-28T15:54:43.159026+00:00,efec192c-8ba2-45f0-bc08-4656d081029b,2025-05-28T15:51:38.403873+00:00,67f7d1d8eb842172e2b9ae46,up,33,Performance Marketing Specialist
2025-05-28T15:54:45.162140+00:00,efec192c-8ba2-45f0-bc08-4656d081029b,2025-05-28T15:51:38.403873+00:00,682f323f17837bf37c5fa05e,up,33,"Senior vidensmedarbejder – formidling, data og AI"
2025-05-28T15:54:47.882398+00:00,efec192c-8ba2-45f0-bc08-4656d081029b,2025-05-28T15:51:38.403873+00:00,682f323c17837bf37c5fa04e,up,33,Medarbejder til slagterafdelingen - Esbjerg N
